name,address,phone,category,area,lat,lng,place_id,url
Home service electricians application repair,"Chandan Nagar, Indore, Madhya Pradesh 452002",,electrician,,,,,
Kushwah sound and light decoration,"57, Kachi Mohalla, Indore GPO, Indore, Madhya Pradesh 452007",,electrician,,,,,
Indore Madhya Pradesh,"173, Dr. Ambedkar Nagar, Nehru Park 2, Dhenu Market, Indore, Madhya Pradesh 452003",,electrician,,,,,
Jain Radios And Electric,"G4 lord krishna appart 1a, Annapurna Rd, near by HDFC Bank, Annapurna Nagar, Indore, Madhya Pradesh 452009",,electrician,,,,,
More electrician,"12B, Braj Vihar Colony, Indore, Madhya Pradesh 452009",,electrician,,,,,
Jay Malhar Electrical,"Tapati Bhavan, 74/2 New, Ganga Bagh Colony, Nanda Nagar, New Rajaram Nagar, Indore, Madhya Pradesh 452015",,electrician,,,,,
Vipin pal electrician,"MWR6+WJ8, Shiv Nagar, Musakhedi, Indore, Madhya Pradesh 452001",,electrician,,,,,
Rohit Kumar Electronic,"Shop No 24, Rajwada, Indore, Madhya Pradesh 452002",,electrician,,,,,
electrical contractor priyanshi engineer,"5/2 north, Harsiddhi Nagar Rd, Indore, Madhya Pradesh 452007",,electrician,,,,,
Samriya Electrics & Sounds,"Radha kunj, 177, Sector F, Raj Nagar, Indore, Madhya Pradesh 452011",,electrician,,,,,
Lv electrician,"137/4, Anil Nagar, Indore, Madhya Pradesh 452011",,electrician,,,,,
Neolon,"Mahatma Gandhi Rd, behind Rajani Bhawan, Nehru Park 2, Dhenu Market, Indore, Madhya Pradesh 452001",,electrician,,,,,
Mahakal Electrical,"Risi Nagar, Tilak Path, Indore, Madhya Pradesh 452007",,electrician,,,,,
Namo electrician service,"Bada Ganpati, Kaveri Nagar, Indore, Madhya Pradesh 452006",,electrician,,,,,
Indore Solar Energy Solution Pvt. Ltd.,"64, Bicholi Hapsi Main Rd, Sri Mangal Nagar, Indore, Madhya Pradesh 452016",,electrician,,,,,
"Ankit Enterprises - 'A' Class Electrical Contractor, Indore.","15, Sector A, Mahavir Nagar, Indore, Madhya Pradesh 452018",,electrician,,,,,
Jain Electric Stores,"23, 2, Maharani Rd, Siyaganj, Indore, Madhya Pradesh 452007",,electrician,,,,,
Mukesh panwar Electrician,"205, Venkatesh Nagar Extension, Indore, Madhya Pradesh 452005",,electrician,,,,,
Mohit Auto Electrician,"Shop Number 01, Malwa Mill, Indore, Madhya Pradesh 452003",,electrician,,,,,
AKSHAY Trading [Wholesaler of LED Lights & Solar Products ],"F4 , Vasant Plaza, 4/5 Nayapura ,Patthar Godam Road, Near, Railway Station Rd, near New Siyaganj, Indore, Madhya Pradesh 452003",,electrician,,,,,
electrician Gopal,,,electrician,,,,,
Samrat auto electric,"bus station, Ahilyapur, Navlakha, Indore, Madhya Pradesh 452001",,electrician,,,,,
Indore Electrician & Plumbering Serivces,,,electrician,,,,,
Oorja Technical Services Private Limited,"Tirumala Hans Industrial Park, Plot No -18, near super corridor, Tigaria Badshah, Indore, Madhya Pradesh 452015",,electrician,,,,,
Shree vedanta electrical,,,electrician,,,,,
Rohit Electrician,"8, Shiv Nagar, Musakhedi, Indore, Madhya Pradesh 452001",,electrician,,,,,
Vijay Electrician - Electrical Contractor in Indore,,,electrician,,,,,
Rahul Gargsar Electrician,"Jai Bajrang Nagar, Meghdoot Nagar, Indore, Madhya Pradesh 452011",,electrician,,,,,
24 Hour Emergency Electrician Harlesden,,,electrician,,,,,
Shri Balaji Electrician,"Bengali square, 15, Indore, Madhya Pradesh 452016",,electrician,,,,,
"Wooden Street - Furniture Shop/Store in Vijay Nagar, Indore","Plot No. 51, Last Lane, behind C21 Mall, PU 4, Near Vijay Nagar Square, Vijay Nagar, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,furniture,,,,,
Furniture PRIDE,"380 SAKET NAGAR MAIN ROAD, NEAR PATRAKAR SQUARE, opp. EUREKA HOSPITAL, Old Palasia, Indore, Madhya Pradesh 452018",,furniture,,,,,
Fakhri Furniture Indore,"129, Jawahar Marg, in front of Dr Javed Nakvi clinic, near Balaji Hanuman Mandir & Copy House, Nihalpura, Kasera Bazaar, Indore, Madhya Pradesh 452002",,furniture,,,,,
Bharat Lifestyle,"77, MR 4 Rd, Bhagirathpura, Indore, Madhya Pradesh 452003",,furniture,,,,,
Balaji Furniture,"339, Jawahar Marg, South Toda, Indore, Madhya Pradesh 452007",,furniture,,,,,
Durian Furniture - Indore - Vijay Nagar,"65, AB Rd, behind C21 Mall, PU 4, Near Vijay Nagar Square, Vijay Nagar, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,furniture,,,,,
Kala Kruti Furnitures - Best Pu Polished Dining Table,"23, Bicholi Hapsi Main Rd, Bijali Nagar, Indore, Madhya Pradesh 452016",,furniture,,,,,
"Interio by Godrej - Furniture and Mattress Store in Sector E, Indore","Brillant Star, near Bapat Square, Vijay Nagar, Sector E, Scheme No 54, Indore, Madhya Pradesh 452010",,furniture,,,,,
Hutaib Furniture Store,"House No 10, LG - 1, Barwani Palaza, near, 1, Mahatma Gandhi Rd, Old Palasia, Indore, Madhya Pradesh 452018",,furniture,,,,,
GURUKRIPA FURNITURE,"6-7, Radhika Palace, Main Rd, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010",,furniture,,,,,
Jangid Furniture Mart,"GNT Market, 241, Dhar Rd, Samajwadi Indira Nagar, Scheme 71, Indore, Madhya Pradesh 452002",,furniture,,,,,
Royaloak Furniture Indore,"C21 Mall, AD-203 Scheme No 54 PU4 Behind Mallhar Mall &, Vijay Nagar, Indore, Madhya Pradesh 452010",,furniture,,,,,
Steel Home - The Furniture Shop/Store near me |Home Furniture|Office Furniture|Furniture Manufacturer in Indore,"2nd Floor, 37, Hemilton Rd, near Kishanpura Bridge, nearby Paliwal Dharamshala, Tilak Path, Indore, Madhya Pradesh 452002",,furniture,,,,,
Shree Raghunath Furniture indore,"Nandbagh Main Rd, Ganga Bagh Colony, Dashrath Bag, Indore, Madhya Pradesh 452015",,furniture,,,,,
Grandeur Homes- Furniture Store in Indore,"11/6, Meera Path, Dhenu Market, Indore, Madhya Pradesh 452001",,furniture,,,,,
Home Centre|Furniture Store - Phoenix Citadel Mall,"F36 & 37, 1st Flr, Phoenix Citadel Mall, Khajrana, Indore, Madhya Pradesh 452016",,furniture,,,,,
"Maruti Furniture -best furniture factory in indore, furniture manufacturers in indore,Quality bed , wardrobe,sofa furniture,","6 choudhary Compund, Khati Pura Road, near, Sanwer Road, Sector D, Sukhliya, Indore, Madhya Pradesh 452015",,furniture,,,,,
Saawariya furniture || Best Furniture Shop in indore|| Best Wooden Furniture & Sofa || Best Customized Furniture in indore,"Silicon City Rd, Rau, Indore, Madhya Pradesh 452012",,furniture,,,,,
"Interio by Godrej- Furniture & Mattress Store in Vip Paraspar Nagar, Indore","SCH NO 97, After Ondoor, SLICE NO 4, PLOT NO.11, near Narmada Square, PART-4, Vip Paraspar Nagar, Indore, Madhya Pradesh 452009",,furniture,,,,,
Furniture Palace,"Shop number 53, 53, Jawahar Marg, near Jhanda Chowk, Siyaganj, Indore, Madhya Pradesh 452007",,furniture,,,,,
K B Furniture Indore,"51, Jawahar Marg, Jhanda Chowk, Indore, Madhya Pradesh 452007",,furniture,,,,,
Nilkamal Homes- Premium Furniture and Homeware store,"154, AB Rd, near Kohler Exclusive Showroom, Scheme No 55, Vijay Nagar, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,furniture,,,,,
Mehidpurwala Furniture Showroom | Quality & Affordable Furniture Indore,"Sch.no.94, Mehidpurwala Furniture, 17-CA, Ring Rd, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010",,furniture,,,,,
M.S.R FURNITURE NILKAMAL WHOLESALE,"Shop-NO. LG 4, Navrang Plaza, 35, Sapna Sangeeta Rd, near vodafone store, Snehnagar, Indore, Madhya Pradesh 452001",,furniture,,,,,
The CAPITONE Furniture,"C-1, Riddhi Siddhi Vihar, Temple Back Road, Ganeshpuri, Khajrana, Indore, Madhya Pradesh 452016",,furniture,,,,,
Milan Bharat Steel Furniture,"337, Jawahar Marg, Petrol Pump Ke Samane Main Road, Jawahar Marg, Indore, Madhya Pradesh 452007",,furniture,,,,,
Novelty furniture,"36, Jawahar Marg, Champa Bagh, Indore, Madhya Pradesh 452007",,furniture,,,,,
"Pepperfry Vijay Nagar - Multi Brand Furniture, Mattress & Home Furnishings Shop","Plot No. 319, behind Sure Stay hotel, PU 4, Near Vijay Nagar Square, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",,furniture,,,,,
"Orgowood Furniture-customise furniture factory ,hotel furniture ,custom sofa in indore","CHOUDHARY COMPOUND, 13/A, KHATIPURA, Sukhliya, Indore, Madhya Pradesh 452010",,furniture,,,,,
Ankita furniture || Best Furniture Store in indore,"21, Anudeshak Nagar, Sukhliya Main Rd, opposite RVTI WOMEN'S COLLEGE, near Maruti Nagar, Square, Indore, Madhya Pradesh 452011",,furniture,,,,,
Kataria Furniture,"A-8/C, Pologround Industrial Estate, Malti Vanaspati, Indore, Madhya Pradesh 452015",,furniture,,,,,
Natural Living Furniture,"327, AB Rd, behind Starbucks, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,furniture,,,,,
Pratik Furniture,"53, Jawahar Marg, Daulatganj, Indore, Madhya Pradesh 452007",,furniture,,,,,
Welcome furniture,"23/3, Jawahar Marg, Champa Bagh, Indore, Madhya Pradesh 452007",,furniture,,,,,
"Mehidpurwala Furniture | Top-Rated Sofa Sets in Indore, New Palasia","Mehidpurwala Furniture, AB Rd, New Palasia, Indore, Madhya Pradesh 452001",,furniture,,,,,
Shivji bhai & Co. wooden furniture (wood working studio),"241, Dhar Rd, Labriya Bheru, Ramkrshna Bag, Indore, Madhya Pradesh 452002",,furniture,,,,,
"Godrej Interio - Furniture Store & Modular Kitchen Gallery in New Palasia, Indore","Lg-26-27, Indraprastha Tower, 6, Mahatma Gandhi Rd, near Hukumchand Ghanta Ghar, Near Apollo Tower, South Tukoganj, Indore, Madhya Pradesh 450001",,furniture,,,,,
RAMAM FURNITURES RAU,"489/4/2/1, Rau - Pithampur Rd, near HP Gas - Anusha Gas Agency, Rau, Indore, Madhya Pradesh 453331",,furniture,,,,,
Indore Modular Industries,"258, near Urvashi Travels, Near Musakhedi Square, Pawanpuri Colony, Dev Nagar, Indore, Madhya Pradesh 452001",,furniture,,,,,
Wakefit - Furniture Store in Vijay Nagar,"Ground Floor, 170 & #171, PU-4, behind C-21 & Malhar Mall, Scheme No 55, Scheme No 54, Indore, Madhya Pradesh 452010",,furniture,,,,,
MR ARTS WOODEN FURNITURE || Best Furniture Store In Indore || Best Home Furniture Store || Best Wooden Furniture Store,"Shop No 170, near Bapat square, Vijay Nagar, Scheme No 113, Indore, Madhya Pradesh 452010",,furniture,,,,,
Dil Se Outdoor Furniture,"Plot 145, Third Left, behind C21 Mall, Scheme No 55, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,furniture,,,,,
Gwalior Interior & Furniture Palace,"Bisco House, 9-A, AB Rd, opp. DIG Bungalow Inner Road, Geeta Bhawan, Chouraha, Manorama Ganj, Indore, Madhya Pradesh 452001",,furniture,,,,,
Stellar Furniture & Lifestyle,"2A, AB Rd, Sector A, Chandra Nagar, Indore, Madhya Pradesh 452011",,furniture,,,,,
Rajgarhwala Furnitures | Premium Imported Furniture Showroom | Top Home Decor Store | Customised Modular Kitchen Dealer,"191, Khatiwala Tank, Indore, Madhya Pradesh 452014",,furniture,,,,,
Shri balaji furniture,"25 / bapat chouraha, Sukhliya Main Rd, near shri sweet, Indore, Madhya Pradesh 452010",,furniture,,,,,
"S H Electronics And Furniture , Indore","05, Sanvid Nagar, Kanadia Rd, near Oswal mall & masjid, Tilak Nagar, Indore, Madhya Pradesh 452018",,furniture,,,,,
Arvind Steel Furniture,"62, Jawahar Marg, opposite Sanjay Setu, North Toda, Indore, Madhya Pradesh 452004",,furniture,,,,,
Glosswood Interio Modular Kitchen & Furniture,"322, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,furniture,,,,,
SMC FURNITURE,"G-6/A Pologround Industrial Estate, Indore, Madhya Pradesh 452015",,furniture,,,,,
Bhandari Furniture | Best Furniture in Indore | Office & Custom Furniture Manufacturer,"behind Sanskriti Apartment, Snehlataganj, Indore, Madhya Pradesh 452003",,furniture,,,,,
Woodbuzz Furniture Indore,"PVVW+VCR, Scheme No 55, Sheetal Nagar, Indore, Madhya Pradesh 452010",,furniture,,,,,
New Astha Furniture & electronics,"14/1, Biyabani Main Rd, near Premkumari Hospital, Biyabani, Indore, Madhya Pradesh 452002",,furniture,,,,,
Akansha Furniture,"133/2, Badi Bhamori Main Rd, Mechanic Nagar, Badi Bhamori, Indore, Madhya Pradesh 452011",,furniture,,,,,
Husami furniture,"81, Jawahar Marg, near Nandlalpura, Square, Nandlalpura, Indore, Madhya Pradesh 452007",,furniture,,,,,
Nature Craft,"470 M.G.Road opp. Mrignayani Emporium indore,Behind Malwa Handlom, Madhya Pradesh 452007",,furniture,,,,,
FURNEXT - Best office furniture Indore,"Rasoma Square, 7th Floor,702,Shagun Arcade Building, near Vijay Nagar Square, Indore, Madhya Pradesh 452010",,furniture,,,,,
Oswal Furniture,"44, Jawahar Marg, Opp. Old Power House, Near Badshah Chamber, Sanjay Setu, Khatipura, Indore, Madhya Pradesh 452007",,furniture,,,,,
Unique Furniture House,"Badshah Chamber, 45, Jawahar Marg, (Near Premsukh Talkies), Jawahar Marg, Indore, Madhya Pradesh 452007",,furniture,,,,,
Jain Furnitures,"39/B Industrial Area, Polo ground, Behind Plethico Pharmaceuticals, Madhya Pradesh 452015",,furniture,,,,,
Pure Home + Living,"Unit No. F-38 & 39, First Floor Survey No 28/1/1, Mumbai Agra, Bypass, Khajrana, Indore, Madhya Pradesh 452016",,furniture,,,,,
Furniture emporium,"Aafreen Square, 45, Jawahar Marg, Daulatganj, Indore, Madhya Pradesh 452007",,furniture,,,,,
Khandelwal Furniture,"27, Jawahar Marg, Siyaganj, Indore, Madhya Pradesh 452007",,furniture,,,,,
Kutbi Furniture,"Greater Kailash Road, behind Navneet Plaza, Old Palasia, Indore, Madhya Pradesh 452018",,furniture,,,,,
New Chaddha Furnitures,"91, Jawahar Marg, near Nandlalpura, square, Bakshi Gali, Indore, Madhya Pradesh 452007",,furniture,,,,,
N.R.Khandelwal steel Furniture,"4, N Hathipala Main Rd, Siyaganj, Indore, Madhya Pradesh 452007",,furniture,,,,,
amreen furniture,"Jawahar Marg, Malganj, Ho.312, Mukeri Pura, Indore, Madhya Pradesh 452002",,furniture,,,,,
Indore Kitchen,"H-2, Scheme No 54, Meghdoot Garden, Vijay Nagar, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Hotel Shreemaya,"12, RNT Marg, South Tukoganj, Indore, Madhya Pradesh 452001",,restaurant,,,,,
AL-QASIM RESTAURANT,"2, Nasiya Rd, opp. Sarwate Bus Stand, Jawari Bagh Nasiya, Chhawni, Indore, Madhya Pradesh 452001",,restaurant,,,,,
The Hot Spoon,"1 st Floor, C21 Bussiness Park, opp. Radisson Square, Pushp Vihar Colony, Scheme No 131, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Al karam Indore kitchen's and restaurants,"2nd Floor, 1&2, Madhumilan Square, Opp. Dawa Bazar, Kibe Compound, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Aarambh Restaurant and Banquet,"2nd floor, Jindal Height, near, Sapna Sangeeta Rd, Snehnagar, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Essence of spice | Restaurant In Indore,"Bypass, Indore, Morod, Madhya Pradesh 452012",,restaurant,,,,,
Dutt Gurukripa Restaurant,"No 8, PV9G+XP7, A-1, Nath Mandir Rd, near Nath Mandir, South Tukoganj, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Oh Indore Restaurant and cafe,"46, Sapna Sangeeta Rd, opp. Inox, patel bagar, Patel Nagar, Indore, Madhya Pradesh 452014",,restaurant,,,,,
Indiya Oye,"PWX3+X5R, Scheme 94 Sector CA, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Chopstick City,"Sayaji Hotel, H/1, Ground Floor,Scheme No.54 Vijay Nagar via Kushabhau Thakre Marg, MR 10 Rd, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Farzi Cafe Indore,"Apollo premier building, Vijay Nagar Square, near sajan prabha, Ratna Lok Colony, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Kebabs Ville,"Sayaji Hotel, H 1 Ground Floor Ware House Rd Scheme No.54, Vijay Nagar via Kushabhau Thakre Marg, MR 10 Rd, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Blue Fairy Restaurant,"Emerald Business Park, 9, Manik Bagh Rd, Palsikar Square, Nai Duniya, Palsikar Colony, Indore, Madhya Pradesh 452007",,restaurant,,,,,
Bapu Ki Kutia (since 1964),"Onam Plaza, M.Z- 9, AB Rd, Near Industry House, Old Palasia, Indore, Madhya Pradesh 452001",,restaurant,,,,,
The Creative Kitchen Radisson Indore,"Scheme 94 Sector CA, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Joshi Dahi Bada House,"24, Bada Sarafa, Sarafa Bazar, Indore, Madhya Pradesh 452002",,restaurant,,,,,
54 Praangan,"H-2, Scheme No 54, Meghdoot Garden, Vijay Nagar, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Dawat Restaurant Indore,"G1A-G1B, Fortune Ambience, Sriram Nagar, Dhakkanwala Kua, South Tukoganj, Indore, Madhya Pradesh 452001",,restaurant,,,,,
The Village By Maa Ki Rasoi,"2563-E, Ring Rd, Sector E, Sudama Nagar, Indore, Madhya Pradesh 452009",,restaurant,,,,,
Upadhyay chatpata restaurant,"93, Nandlalpura Sabji Mandi Rd, Joshi Wada, Rajwada, Indore, Madhya Pradesh 452007",,restaurant,,,,,
Kitchen Ministry - Best Restaurant In Indore | Pure Veg (Jeeman),"RNT Marg, beside Hotel Shree Maya Celebration, South Tukoganj, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Second Kitchen,"Rooftop, Space Tower, Airport Rd, above Croma & Cine Square Cinema, Ganga Colony, Tirupati Nagar, Indore, Madhya Pradesh 452005",,restaurant,,,,,
Mamagoto,"Phoenix Citadel, Gram Khajrana Main Bypass Road, MR 10 Rd, Junction, Indore, Madhya Pradesh 452016",,restaurant,,,,,
Atelier V | Casual Fine Dine Restaurant & Cocktail Bar,"Satguru Parinay, AB Rd, near Pakiza Store, opp. C21 Mall, Opposite C-21 Mall, Scheme No 54, Indore, Madhya Pradesh 452011",,restaurant,,,,,
The shreejee rasoi[ AANANDAM]! Best veg thali restaurant indore,"LG4, Sapphire Heights, AB Rd, Opposite C-21 Mall, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Coriander Leaf Restaurant,"Alankar Chambers, Plot No 2, Gita Bhawan Rd, opposite V1 Hospital, Ratlam Kothi, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Mangosteen Cafe,"Olympus, near Mayank Blue Water Park Road, Bicholi Mardana, Indore, Madhya Pradesh 452016",,restaurant,,,,,
VAIRAANA,"Shop 01 / 29, near by new ganesh bakers, Sarvoday Nagar, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Flavours of jail - Best restaurant and cafe,"Ug-17, Mangal city, below Mc Donald's, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Avante Dine and Cafe,"rooftop, QW57+J5F radhika palace, Tulsi Nagar Rd, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Gyani ji ka khalsa dhaba (since1976),"Shiv Om Building, Rooftop, Mahatma Gandhi Rd, Opp. T.I, mall, Indore, Madhya Pradesh 452003",,restaurant,,,,,
Atha (RAU BYPASS),"JRMG+5CV, Plot 1133, AB Rd, Rau, Indore, Madhya Pradesh 453331",,restaurant,,,,,
Shree Chotiwala Restaurant,"8 B, Nath Mandir Rd, opposite Nath Mandir, South Tukoganj, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Terazza Veg Kitchen,"10th Floor, Airen Heights, AB Rd, opp. c21 mall, Behind Pakiza Mall, LIG Colony, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Lucknowi zaika,"Arcade Silver 56, LG 5 arched silver 56 dukan LG 5 arched, bukan, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Manbhavan premium thali by Prince's Palace,"8, A 1, South Tukoganj, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Angaraa - Best Rooftop Restaurant in Indore,"6th Floor, The Mark, Anand Bazar Rd, above Domino, Near Saket Square, Corner, Old Palasia, Indore, Madhya Pradesh 452018",,restaurant,,,,,
Nihao,"Scheme 94 Sector CA, Indore, Madhya Pradesh 452010",,restaurant,,,,,
ATHA,"Above The Coffee Concept, Choithram Mandi, Main Road, Scheme 103, Indore, Madhya Pradesh 452012",,restaurant,,,,,
Rail Coach Restaurant,"Urban Haat Bazar, Kesar Bagh Rd, near Old RTO Office, Mhow Naka, Indore, Madhya Pradesh 452009",,restaurant,,,,,
Nomadic By Firangi,"Plot 80, scheme 78, Rooftop near lifecare hospital, vijay nagar, Indore, Madhya Pradesh 452001, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Pincode by Kunal Kapur - Indore,"C-202, Apollo High Street, Sector F, Slice 3, Aranya Nagar, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,restaurant,,,,,
De L'amour | Rooftop Restaurant | Vijay Nagar Indore,"Plot no 60, Scheme No 78 - III, Scheme Number 78, Vijay Nagar, Part II, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,restaurant,,,,,
Indore Biryani Point nonveg restaurant,"589, Old Palasia Rd, Old Palasia, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Indore Junction Family Restaurant,"Shop No. 17 Kalyan Vishranti Grah, Railway Station Rd, Opp Railway Station, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,restaurant,,,,,
Berlin - Haus de Gourmet,"Apollo, 303, Level 6 D Block, Sky Hall 1, High Street, 3/K, Niranjanpur Cir, Vijay Nagar, Indore, Madhya Pradesh 452010",,restaurant,,,,,
