name,address,domain,website,phone_number,category,location,reviews_count,reviews_average,latitude,longitude,google_maps_url,image_url,image_path
B R electrician,"55, 5, Tilak Nagar Main Rd, Sanvid Nagar, Indore, Madhya Pradesh 452011",,,097540 57945,Electrician,Indore,14.0,4.9,,,https://www.google.com/maps/place/B+R+electrician/data=!4m7!3m6!1s0x3962fd012b00a033:0x24564aefa446f4af!8m2!3d22.7302729!4d75.8876836!16s%2Fg%2F11p5fw_hpx!19sChIJM6AAKwH9YjkRr_RGpO9KViQ?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsFCZL70elJEEtrxVAqeH3rChgSxEgTyft7s_qPnbQWz_sTC_zJR82BG5CsdB8lKXrEU7gIwHxdd4R5JaqE-hSj-gvEgPpkrqAN942BgGV41_zkVUoqVb7EIOPDkzYX-86Z8A=w1024-h768-k-no,
Electrician and Technician,"Chota Bangarda, Indore, Madhya Pradesh 452005",,,078690 92601,Electrician,Indore,66.0,4.9,22.7422508,75.8145373,"https://www.google.com/maps/place/Electrician+and+Technician/@22.7422508,75.8145373,17z/data=!3m1!4b1!4m6!3m5!1s0x39630310af8dd145:0x4200e7f732bf2ed6!8m2!3d22.7422508!4d75.8145373!16s%2Fg%2F11m6k7pwfr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpNyqF4Fz57UEU9IAiVbSIhnifJ5VXe6_QXZnkwvxwnhgACuj9OoNe0S1P6kPE36JIZEl9M8NP_wJjZKJvuq6H1gobfvV0tNUG0xFkqe361fRfvIcUougEgs3vTF2Nrb4iNRqI4l85hY0=w1024-h768-k-no,
"Daksha Electrical, Electrician home services","153 B, Veena Nagar, Sukhliya, Indore, Madhya Pradesh 452010",,,096694 91424,Electrician,Indore,147.0,4.9,22.7602,75.867659,"https://www.google.com/maps/place/Daksha+Electrical,+Electrician+home+services/@22.7602,75.867659,17z/data=!3m1!4b1!4m6!3m5!1s0x396303c1b2a859ad:0x3426c88802ae133f!8m2!3d22.7602!4d75.867659!16s%2Fg%2F11kjgffds7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqHJvboCRMN4Gjjvi_Zulmp_XL3eR__C3OPnVvD7OnjhcyLWrkKM7-JKfjnPTdjdjO459a0uSXZCXu5kC07U8Gt__7k4Lxx9o2HJagZzdl1-XPcnVBtoRmX1xgcF-EczwVn1Kzfg=w1024-h768-k-no,
Electrician Rishabh,"MVJ8+9P8, Nanak Nagar, Indore, Madhya Pradesh 452001",,,,Electrician,Indore,7.0,5.0,22.6809079,75.8668301,"https://www.google.com/maps/place/Electrician+Rishabh/@22.6809079,75.8668301,17z/data=!3m1!4b1!4m6!3m5!1s0x3962fd0029e9612b:0xac03f533903b6965!8m2!3d22.6809079!4d75.8668301!16s%2Fg%2F11ytgtxs0p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnZamm0s2SGYRuTW3agVnoMnOuZncnJ6eUyrqouv718s5EmI678l3_RgPAhRnxFSi4ao2ToVJQoHESoLObHfs-rWIkK57vgzX7Z3tO0cJlqnkp3TQQFxiF05nfaQDf9puQ4OV3JhFXTk4s=w1024-h768-k-no,
Sawariya Electrical Consultancy,"46/B, in front of Power House grid, near Little Angel School, Vandana Nagar Extension, Vandana Nagar, Indore, Madhya Pradesh 452018",sawariyaec.com,https://sawariyaec.com,091312 57898,Electrician,Indore,46.0,5.0,22.7149993,75.9010084,"https://www.google.com/maps/place/Sawariya+Electrical+Consultancy/@22.7149993,75.9010084,17z/data=!3m1!4b1!4m6!3m5!1s0x3962e396d9ae3cf3:0xe6105d53e9ec85aa!8m2!3d22.7149993!4d75.9010084!16s%2Fg%2F11w9j000xs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjVwmk1J1G4Lx3n4zw4YlphZV9jL1smEjqdWUH9BWfvOho2lpbJhFoxPIAcXn8VnXAxvSaJARVbYQzyrcfYwpH2oWsKyZLFqeNNTM9LXuzId0TBxRNhfZxmFpzuvh_GT0oUFcT=w1024-h768-k-no,
Rahul electric,"408, 10, Dhar Rd, Ganga Nagar, Indore, Madhya Pradesh 452002",,,099930 50258,Electrician,Indore,63.0,4.8,22.7089198,75.8284853,"https://www.google.com/maps/place/Rahul+electric/@22.7089198,75.8284853,17z/data=!3m1!4b1!4m6!3m5!1s0x3962fdc195000001:0x375aaa3529afe7f2!8m2!3d22.7089198!4d75.8284853!16s%2Fg%2F11b8b3nbx2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFHw37Hx6x8vAIGbS8XHlHjXl8i3QIdLJyeW_H51ekq_lfM1YZiBymMwzDGqIcA0EbJlnIFQDv7aVFuJP9XsSPrUPSBLKVEAzQoyQaaXr6qVC6Y3c9KGDgFsv3LVNfcmMlriKV=w1024-h768-k-no,
RathorJi Electrician,"12, Vidur Nagar Rd, Hawa Bangala Rd, Indore, Madhya Pradesh 452009",,,062681 94477,Electrician,Indore,12.0,5.0,22.6806776,75.8152647,"https://www.google.com/maps/place/RathorJi+Electrician/@22.6806776,75.8152647,17z/data=!3m1!4b1!4m6!3m5!1s0x3962fffcbd92f93b:0x73a719ef6e145a98!8m2!3d22.6806776!4d75.8152647!16s%2Fg%2F11zc2v9tj1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L2VmZkBZF33E0Z5C-_WzHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=186.10861&pitch=0&thumbfov=100,
Nitesh Prajapati Electrician,"Gali no.8 Ganesh Dham colony, Sanwer Road Industrial Area, Indore, Madhya Pradesh 452015",,,077708 08813,Electrician,Indore,39.0,4.9,22.7602586,75.8506324,"https://www.google.com/maps/place/Nitesh+Prajapati+Electrician/@22.7602586,75.8506324,17z/data=!3m1!4b1!4m6!3m5!1s0x396303cdf262a351:0x6d91a6862bb9ace2!8m2!3d22.7602586!4d75.8506324!16s%2Fg%2F11yftqrbsg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGW6M2FxdapwJjKc-KW5uxkgN9h_14xT6cec0PApRHX2HSpzph6NPt7hNn_gyyhj9xiYGO2uZDxILi5pwT3P82TH4XfrcyMUCyiRVARENMUupEvckKek0FPBtXLN6HaKKinYrmyWNK2my6K=w1024-h768-k-no,
G-9 ELECTRICAL AND ELECTRONICS SOLUTIONS,"323, 3, Sarvahara Nagar, Pardesipura, Indore, Madhya Pradesh 452011",heylink.me,https://heylink.me,,Electrician,Indore,128.0,5.0,,,https://www.google.com/maps/place/G-9+ELECTRICAL+AND+ELECTRONICS+SOLUTIONS/data=!4m7!3m6!1s0x3962fda549caeedf:0x899d4474443ba2f3!8m2!3d22.7429026!4d75.8740697!16s%2Fg%2F11h914sgmd!19sChIJ3-7KSaX9YjkR86I7RHREnYk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlXT2KDmdP25SfV9CsWJ9zt_KWo8XLztaM5yOJojqAc4koUELUgwnc6_t7AfTHcoiCugx_KHjMyB_-3zOEhVr_XsmFdmAUUh3WpKMQqnG08kksrj-cFVKuG-Vr03FC6YVCRAQ2wLTmaLsF=w1024-h768-k-no,
Electrician,"all, 78, Scheme Number 78, Vijay Nagar, Part II, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,,,Electrician,Indore,15.0,4.9,,,https://www.google.com/maps/place/Electrician/data=!4m7!3m6!1s0x3963039669bd0337:0xf49f677405c0df2a!8m2!3d22.7657262!4d75.8859572!16s%2Fg%2F11fmxhvdhk!19sChIJNwO9aZYDYzkRKt_ABXRnn_Q?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKqjRhilFNZEVIcBiffMNi796ChMEp23BjP5JmF36VliqR92YfGimx9OcKihsXfRvv9GCpfjsTgFT8APuoa6pYHwPW22zAH3X2y8vdNEqJI_5D0_ksinHi0qeyzpqRf2zUQpYk=w1024-h768-k-no,
