name,address,domain,website,phone_number,category,location,reviews_count,reviews_average,latitude,longitude,google_maps_url,image_url,image_path
HD Architecture Consultant- Architect in Indore | Best Interior Designers in Indore | With Material Construction |,"5th Floor, Virtual Coworkers, A-11, in front of Nuego Bus Stand, Mechanic Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",,,089625 51939,Architect,Indore,26,4.7,22.7482947,75.8908282,"https://www.google.com/maps/place/HD+Architecture+Consultant-+Architect+in+Indore+%7C+Best+Interior+Designers+in+Indore+%7C+With+Material+Construction+%7C/@22.7482947,75.8908282,17z/data=!3m1!4b1!4m6!3m5!1s0x3962fd89db3ebc7f:0xe5706666f28e444a!8m2!3d22.7482947!4d75.8908282!16s%2Fg%2F11yp80f2tr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGa9mfgE_d-44KoByAR4dQkO0GHYHgMoJ7OmQeFCB3cOV6Hd40d3rbv1wgIsEv8Z8EsTLGdPF3_fKMzNVDd94Rj1w6mVWxiiPbjDRbkO3Cw2heBD-6al8T0uHx5MTFYX9fWvWrSOUe5DYVr=w1024-h768-k-no,
